loc_id,name,latitude,longitude
loc_49302,Baroda,22.3065490,73.1875760
loc_9623,Barquisimeto,10.0644000,-69.3347590
loc_123802,Barra,-11.0923610,-43.1449410
loc_18673,Barra do Piraí,-22.4729100,-43.8232000
loc_19181,Barran,43.6172140,0.4732700
loc_139684,Barranco,16.0008740,-88.9184140
loc_9723,Barranquilla,10.9749560,-74.7925310
loc_134158,Barrett Station,29.8719440,-95.0619440
loc_139407,Barretville,35.3734690,-89.7638230
loc_196,Barrington,41.7405560,-71.3091670
loc_22252,Barrow,71.2905560,-156.7886110
loc_5408,Barrow-in-Furness,54.1166667,-3.2333333
loc_2075,Barry,51.4066667,-3.2694444
loc_1373,Barstow,34.8986110,-117.0219440
loc_129685,Barton Seagrave,52.3792000,-0.6939000
loc_129403,Barton-on-Sea,50.7428000,-1.6552000
loc_4801,Basel,47.5603560,7.5835020
loc_656,Basildon,51.5666667,0.4666667
loc_971,Basingstoke,51.2666667,-1.0833333
loc_3026,Basking Ridge,40.7061110,-74.5497220
loc_10904,Bassano del Grappa,45.7666120,11.7339680
loc_12695,Basseterre,17.3099990,-62.7299990
loc_1860,Bastia,42.7021370,9.4507470
loc_10094,Bat Yam,32.0200000,34.7500000
loc_1023,Bath,51.3794444,-2.3655556
loc_16816,Bathurst,47.6231040,-65.6551690
loc_99,Batley,53.7000000,-1.6166667
loc_14137,Batna,35.5571520,6.1722920
loc_3047,Baton Rouge,30.4505560,-91.1544440
loc_126460,Battersea,51.4637510,-0.1677630
loc_894,Battle,50.9166667,0.5000000
loc_3243,Battle Creek,42.3211110,-85.1797220
loc_116032,Batumi,41.6386111,41.6372222
loc_184,Bay City,43.5944440,-83.8888890
loc_1561,Bay Shore,40.7250000,-73.2458330
loc_26041,Bay Village,41.4854300,-81.9208600
loc_3043,Bayamo,20.3812200,-76.6415410
loc_41260,Bayamón,18.3815970,-66.1616760
loc_902,Bayamón,18.4000000,-66.1583330
loc_79745,Bayburt,40.2551690,40.2248800
loc_67979,Bayeux,49.2764475,-0.7055291
loc_11520,Bayonne,43.4934420,-1.4745360
loc_2924,Bayonne,40.6686110,-74.1147220
loc_4660,Bayonne,43.4934420,-1.4745360
loc_13104,Bayreuth,49.9415990,11.5711460
loc_4850,Bayreuth,49.9415990,11.5711460
loc_2617,Baytown,29.7352780,-94.9772220
loc_102391,Bačka Topola,45.8157972,19.6391333
loc_21042,BB,52.4595090,13.0172010
loc_12040,Be,50.7258930,4.5974550
loc_123679,Be&#39;er Ya&#39;akov,31.9425390,34.8337500
loc_8577,Beaconsfield,51.6000000,-0.6333333
loc_3919,Beardstown,40.0175000,-90.4241670
loc_103671,Bearsden,55.9166667,-4.3500000
loc_100646,Beau Bassin-Rose Hill,-20.2333333,57.4666667
loc_7958,Beaufort,34.7180560,-76.6641670
loc_16580,Beauharnois,45.3095220,-73.8905110
loc_149702,Beaumont,45.7525000,3.0836000
loc_1683,Beaumont,30.0858330,-94.1016670
loc_17562,Beaune,47.0239810,4.8382700
loc_4756,Beaurains,50.2636740,2.7882640
loc_23539,Beauvais,49.4292900,2.0810680
loc_4303,Beaver Falls,40.7519440,-80.3194440
loc_906,Beckenham,51.3833333,-0.0333333
loc_1652,Bedford,41.2041670,-73.6441670
loc_1809,Bedford,52.1333333,-0.4500000
loc_66348,Bedford,45.0900327,-72.9829354
loc_38114,Beersheba,31.2503000,34.7980000
loc_41547,Beeston,53.7666667,-1.5666667
loc_65167,Bega,-36.6742620,149.8432400
loc_2446,Beijing,39.9288889,116.3883333
loc_3613,Beirut,33.8871890,35.5134040
loc_3904,Beja,38.0200000,-7.8600000
loc_2897,Bela Vista,-22.1101890,-56.5313110
loc_987,Belfast,54.5833333,-5.9333333
loc_4715,Belford Roxo,-22.7625000,-43.3897220
loc_1532,Belfort,47.6404010,6.8603560
loc_3903,Belhaven,35.5400000,-76.6233330
loc_20934,Bellefonte,40.9133330,-77.7786110
loc_28090,Belleville,40.7873200,-74.1528400
loc_290,Belleville,38.5200000,-89.9838890
loc_3264,Belleville,44.2073770,-77.3795090
loc_722,Bellevue,47.6105560,-122.1994440
loc_801,Bellingham,48.7597220,-122.4869440
loc_25974,Bellinzona,46.1932850,9.0180190
loc_1862,Bellshill,55.8166667,-4.0166667
loc_17524,Belluno,46.1399640,12.2175910
loc_140,Belo Horizonte,-19.8918340,-43.9479580
loc_20669,Belo Jardim,-8.3320780,-36.4206700
loc_3273,Belzoni,33.1841670,-90.4891670
loc_12246,Belém,-1.4393550,-48.4976880
loc_137544,Belén,9.9883330,-67.6861110
loc_844,Bemidji,47.4736110,-94.8800000
loc_69250,Benejússer,38.0783908,-0.8384452
loc_83821,Bengbu,32.9408333,117.3608333
loc_7476,Benghazi,32.1199980,20.0699990
loc_139064,Beni Yenni,36.5830350,4.1953760
loc_3516,Benicia,38.0494440,-122.1575000
loc_7686,Benin City,6.3390800,5.6264820
loc_4818,Bennington,42.8780560,-73.1972220
loc_1749,Benoit,33.6513890,-91.0094440
loc_3728,Benouville,49.2404180,-0.2839010
loc_31610,Bensheim,49.6782830,8.6028860
loc_25896,Bentar,2.2003300,102.2553020
loc_3124,Bentleyville,40.1166670,-80.0086110
loc_1050,Benton Harbor,42.1166670,-86.4541670
loc_53908,Beograd,44.8047556,20.4781010
loc_112406,Berchidda,40.7868110,9.1674150
loc_1700,Berea,37.5686110,-84.2963890
loc_144400,Berekua,15.2388890,-61.3138890
loc_12334,Bergamo,43.0511880,25.1537390
loc_149425,Bergen,60.3894440,5.3300000
loc_2795,Bergen,60.3437310,5.3459750
loc_291,Bergen,60.3800010,5.3400000
loc_5981,Bergen op Zoom,51.4959140,4.2925600
loc_4679,Bergenfield,40.9275000,-73.9977780
loc_16161,Bergerac,44.8532740,0.4829500
loc_4406,Bergerac,44.8532740,0.4829500
loc_32220,Bergneustadt,51.0209430,7.6481120
loc_256,Berkeley,37.8716670,-122.2716670
loc_238,Berlin,52.5237810,13.4118950
loc_952,Berlin,52.5357230,13.4509160
loc_2206,Bermondsey,51.5000000,-0.0666667
loc_3605,Bern,42.3397220,-111.3852780
loc_6866,Bern,46.9479930,7.4492630
loc_116569,Bernardino de Campos,-23.0130556,-48.4741667
loc_135087,Bernice,32.8216670,-92.6580560
loc_65536,Berre-les-Alpes,43.8312270,7.3285182
loc_4495,Berwyn,41.8505560,-87.7936110
loc_4246,Besançon,47.2412240,6.0255660
loc_3745,Bessemer,33.4016670,-86.9544440
loc_22646,Bethel,41.6833330,-74.8716670
loc_43224,Bethel,11.1851340,-60.7794060
loc_26447,Bethel Park,40.3325400,-80.0311300
